"","claim","entity","name","X","year","dyad","claimdy","dispnum3","mid1","window5","window10","window20","claim1","outstanding.claim.5","outstanding.claim.10","outstanding.claim.20","X.1","loser","gainer","month","gaintype","procedur","contgain","area","pop","portion","losetype","contlose","entry","exit","number","indep","conflict","version","agreement","nonviolent.agreement","arbadj2","arbadj0","rivnumb","rivalry","totdisp","rivtyp2","rivtypold","scale","rivals","conttype","cap1","cap2","caprat","polity1","polity2","joint.dem","DispNum3","DispNum41","StAbb1","ccode1","StDay1","StMon1","StYear1","EndDay1","EndMon1","EndYear1","SideA1","RevState1","RevType11","RevType21","Fatality1","FataPre1","HiAct1","HostLev1","Orig1","DispNum42","StAbb2","ccode2","SideA2","RevState2","RevType12","RevType22","Fatality2","FataPre2","HiAct2","HostLev2","Orig2","region","chal","tgt","begclaim","endclaim","resolved","endviol","icowsal","icowsalc","salchal","saltgt","saltan","salint","salintc","salintt","midsiss","midsfat","warsiss","existing.claim","new.claim.1","new.claim.5","new.claim.10","new.claim.20","cname","match","partial"
"429",NA,950,NA,14461,1874,200950,NA,NA,0,0,0,0,0,0,0,0,13407,950,200,12,0,2,0,18272,148040,1,1,NA,0,0,218,0,0,4.01,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0.2316298,NA,NA,3,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA
"430",NA,955,NA,20926,1900,200955,NA,NA,0,0,0,0,0,0,0,0,13629,955,200,12,0,2,0,700,26000,1,1,NA,0,0,391,0,0,4.01,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0.1775276,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA
"431",NA,450,NA,23623,1911,200450,NA,NA,0,0,0,0,0,0,0,0,5794,450,200,NA,0,3,0,800,NA,0,1,1,0,0,433,0,0,4.01,1,1,0,0,NA,NA,NA,NA,NA,NA,0,0,0.1184512,NA,NA,8,-6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA
"432",NA,451,NA,23622,1911,200450,NA,NA,0,0,0,0,0,0,0,0,5795,200,450,NA,1,3,1,800,NA,0,0,0,0,0,436,0,0,4.01,1,1,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,0.1184512,NA,-6,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA
"433",NA,625,NA,20130,1897,200325,NA,NA,0,0,0,0,0,0,0,1,4996,325,200,12,0,3,0,1,NA,0,0,0,0,0,361,0,0,4.01,1,1,0,0,NA,NA,NA,NA,NA,NA,0,0,0.1658213,0.0308702,5.37156545794974,7,-4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA
"434",NA,475,NA,46649,2003,471475,NA,NA,0,1,1,1,0,0,0,0,40619,475,471,12,1,3,1,NA,NA,0,1,1,0,0,883,0,0,4.01,1,1,0,0,NA,NA,NA,NA,NA,NA,0,1,0.0009623,0.0085314,0.11279508638676,-4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA
"435",NA,666,NA,44679,1995,663666,NA,NA,0,0,0,0,0,0,0,0,43946,666,663,2,1,3,1,340,0,0,1,1,0,0,867,0,0,4.01,1,1,0,0,NA,NA,NA,NA,NA,NA,0,1,0.0012714,0.0039692,0.320316436561524,-2,9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA
"436",NA,980,NA,25974,1920,255740,NA,NA,0,0,0,0,0,0,0,0,27191,255,740,12,0,6,0,2476,70500,1,0,0,0,0,522,0,0,4.01,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0.0408321,0.0720215,0.566943204459779,1,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA
"437",NA,5920,NA,39784,1976,200591,NA,NA,0,0,0,0,0,0,0,0,8212,200,591,6,0,3,1,27,NA,0,0,0,0,0,806,0,0,4.01,1,1,0,0,NA,NA,NA,NA,NA,NA,0,0,2.53e-06,0.0269635,9.38305487047305e-05,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA
"438",NA,775,NA,2541,1826,200775,NA,NA,0,0,0,0,0,0,0,0,11397,775,200,2,0,1,0,169098,1222998,0,1,1,0,0,55,0,1,4.01,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0.3298248,NA,NA,-2,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA
"439",NA,670,NA,46918,2004,670679,NA,NA,0,0,0,0,0,0,0,0,44544,670,679,7,1,3,1,40000,NA,0,1,1,0,0,884,0,1,4.01,1,0,0,0,NA,NA,NA,NA,NA,NA,0,1,0.0014935,0.009171,0.162850288954312,-2,-10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA
"440",NA,991,NA,20761,1899,2990,NA,NA,0,0,0,0,0,0,0,0,29916,990,2,12,0,3,0,195,4000,0,1,1,0,0,378,0,0,4.01,1,1,0,0,NA,NA,NA,NA,NA,NA,0,0,0.1854763,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA
"441",NA,694,NA,24885,1916,200694,NA,NA,0,0,0,0,0,0,0,0,9722,694,200,11,0,2,0,22014,25000,1,1,NA,0,0,460,0,0,4.01,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0.1532101,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA
"442",NA,7507,NA,8244,1849,2007507,NA,NA,0,0,0,0,0,0,0,0,10636,7507,200,12,0,3,0,259000,3000000,1,1,NA,0,0,106,0,0,4.01,1,1,0,0,NA,NA,NA,NA,NA,NA,0,0,0.304769,NA,NA,3,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA
"443",NA,696,NA,18915,1892,200696,NA,NA,0,0,0,0,0,0,0,0,9894,696,200,3,0,3,0,92100,NA,1,1,NA,0,0,336,0,0,4.01,1,1,0,0,NA,NA,NA,NA,NA,NA,0,0,0.1729992,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA
"444",NA,1163,NA,4237,1833,160200,NA,NA,0,0,0,0,0,0,1,1,3550,160,200,1,0,2,0,11961,20,1,1,0,0,0,68,0,0,4.01,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0.3034555,NA,NA,-2,-5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA
"445",NA,472,NA,36046,1961,200475,NA,NA,0,0,0,0,0,0,0,0,6433,200,475,2,1,5,1,45325,NA,0,0,0,0,0,712,0,0,4.01,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0.0041199,0.0400909,0.102763968880719,8,10,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA
"446",NA,678,NA,24633,1915,200678,NA,NA,0,0,0,0,0,0,0,0,8937,678,200,NA,0,2,0,182,NA,0,1,1,0,0,457,0,0,4.01,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0.1502266,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA
"447",NA,698,NA,9481,1854,200698,NA,NA,0,0,0,0,0,0,0,0,10052,698,200,NA,0,3,0,73,350000,1,1,1,0,0,120,0,0,4.01,1,1,0,0,NA,NA,NA,NA,NA,NA,0,0,0.336089,NA,NA,3,-6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA
"448",NA,811,NA,11760,1863,220811,NA,NA,0,0,0,0,0,0,0,0,18897,811,220,12,0,2,0,83861,1000000,1,1,NA,0,0,161,0,0,4.01,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0.1023744,NA,NA,-6,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA
"449",NA,681,NA,8732,1851,200681,NA,NA,0,0,0,0,0,0,0,0,9069,681,200,NA,0,2,0,8,NA,0,1,1,0,0,111,0,0,4.01,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0.3054942,NA,NA,3,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA
"450",NA,9002,NA,35335,1958,200900,NA,NA,0,0,0,0,0,0,0,0,13099,200,900,10,0,3,0,135,3361,1,0,0,0,0,687,0,0,4.01,1,1,0,0,NA,NA,NA,NA,NA,NA,0,0,0.0072526,0.0452031,0.160444748258416,10,10,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA
"451",NA,9201,NA,27396,1926,200920,NA,NA,0,0,0,0,0,0,0,0,13263,200,920,2,0,3,0,6,1033,1,0,0,0,0,551,0,0,4.01,1,1,0,0,NA,NA,NA,NA,NA,NA,0,0,0.0009906,0.0774373,0.012792284854973,10,10,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA
"452",NA,694,NA,14114,1872,640694,NA,NA,0,0,0,0,0,0,0,0,42646,694,640,NA,1,2,0,11000,22500,1,1,NA,0,0,213,0,0,4.01,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0.0233296,NA,NA,-10,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA
"453",NA,580,NA,19945,1896,220580,NA,NA,0,0,0,0,0,0,0,0,17360,580,220,12,0,1,0,590000,3500000,1,1,NA,0,0,359,0,1,4.01,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0.0904131,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA
"454",NA,703,NA,14344,1873,365703,NA,NA,0,0,0,0,0,0,0,0,39115,703,365,NA,1,1,1,92463,110000,1,1,NA,0,0,216,0,1,4.01,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0.0969752,NA,NA,-10,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA
"455",NA,435,NA,40940,1980,435600,NA,NA,0,0,0,0,0,0,0,0,40400,435,600,NA,1,3,1,88667,100000,0,1,1,0,0,820,0,0,4.01,1,1,0,0,1058,435600,3,"RIVALRY","PROTO",1,1,1,0.0031104,0.0001495,20.8053511705686,-8,-7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA
"456",NA,NA,NA,37896,1968,2740,NA,NA,0,0,0,0,0,0,0,0,28415,2,740,6,1,3,0,100,NA,0,0,0,0,0,756,0,0,4.01,1,1,0,0,NA,NA,NA,NA,NA,NA,0,0,0.0492219,0.2039257,0.241371734901486,10,10,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA
"457",NA,600,NA,21693,1903,220600,NA,NA,0,0,1,1,1,1,1,1,17759,600,220,NA,0,1,0,499870,62000,0,1,1,0,0,405,0,1,4.01,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0.072877,0.0013998,52.0624374910701,8,-6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA
"458",NA,8151,NA,11514,1862,220815,NA,NA,0,0,0,0,0,0,0,0,19288,815,220,6,0,3,0,22380,502116,0,1,1,0,0,158,0,1,4.01,1,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0.1061196,NA,NA,-6,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA
"459",NA,678,NA,14113,1872,640678,NA,NA,0,0,0,0,0,0,0,0,42450,678,640,NA,1,1,1,195000,2000000,1,1,NA,0,0,214,0,1,4.01,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0.0233296,NA,NA,-10,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA
"460",NA,970,NA,25724,1919,255900,NA,NA,0,0,0,0,0,0,0,0,27386,255,900,7,0,6,0,21,2120,1,0,0,0,0,495,0,0,4.01,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,0.0768506,NA,10,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA
"461",NA,8231,NA,7759,1847,200835,NA,NA,0,0,0,0,0,0,0,0,12792,835,200,1,0,3,0,91,1385,1,1,1,0,0,99,0,0,4.01,1,1,0,0,NA,NA,NA,NA,NA,NA,0,0,0.2975292,NA,NA,3,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA
"462",NA,9993,NA,27853,1928,200385,NA,NA,0,0,0,0,0,0,0,0,5419,200,385,1,0,3,0,48,0,1,0,0,0,0,556,0,0,4.01,1,1,1,1,NA,NA,NA,NA,NA,NA,0,5,0.0015059,0.0830257,0.0181377573450149,10,10,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA
"463",NA,990,NA,25976,1920,255920,NA,NA,0,0,0,0,0,0,0,0,27583,255,920,12,0,6,0,2823,41828,1,0,0,0,0,526,0,0,4.01,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0.001027,0.0720215,0.0142596308046903,10,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA
"464",NA,9002,NA,34591,1955,200900,NA,NA,0,0,0,0,0,0,0,0,13096,200,900,11,0,3,0,14,500,1,0,0,0,0,668,0,0,4.01,1,1,0,0,NA,NA,NA,NA,NA,NA,0,0,0.0067885,0.0505929,0.13417890652641,10,10,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA
"465",NA,9005,NA,32605,1947,200900,NA,NA,0,0,0,0,0,0,0,0,13088,200,900,12,0,3,0,412,0,1,0,0,0,0,623,0,0,4.01,1,1,0,0,NA,NA,NA,NA,NA,NA,0,0,0.0092938,0.0912182,0.101885369367078,10,10,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA
"466",NA,7693,NA,6758,1843,2007693,NA,NA,0,0,0,0,0,0,0,0,11218,7693,200,2,0,2,0,126340,1730323,1,1,NA,0,0,87,0,0,4.01,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0.2985971,NA,NA,3,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA
"467",NA,720,NA,6505,1842,200710,NA,NA,0,0,0,0,0,0,0,1,10432,710,200,8,0,3,0,75,33143,0,1,1,0,0,84,0,1,4.01,1,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0.2976352,NA,NA,3,-6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA
"468",NA,702,NA,13103,1868,365702,NA,NA,0,0,0,0,0,0,0,0,38914,702,365,6,1,1,1,156000,2000000,1,1,NA,0,0,197,0,1,4.01,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0.0821918,NA,NA,-10,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA
"469",NA,711,NA,19805,1895,365700,NA,NA,0,0,0,0,0,0,0,0,38549,700,365,3,1,3,1,26000,NA,0,1,1,0,0,353,0,0,4.01,1,1,0,0,NA,NA,NA,NA,NA,NA,0,0,0.1072184,NA,NA,-10,-6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA
"470",NA,741,NA,32185,1945,2740,NA,NA,0,0,0,0,0,0,0,0,28392,740,2,9,0,3,0,2354,869287,1,1,1,0,0,591,0,1,4.01,1,0,0,0,108,2740,4,"RIVALRY","PROTO",NA,1,0,0.3838635,0.0528761,7.25967875845609,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA
"471",NA,2292,NA,7599,1846,3002292,NA,NA,0,0,0,0,0,0,0,0,30059,2292,300,11,1,2,1,1158,141202,1,1,NA,0,0,98,0,0,4.01,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0.0702033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA
"472",NA,652,NA,35489,1958,651652,NA,NA,0,0,0,0,0,0,0,0,43321,652,651,2,1,5,0,1187338,29300000,1,1,0,0,0,683,0,0,4.01,0,0,0,0,NA,NA,NA,NA,NA,NA,0,5,0.0053219,0.001362,3.90741556534508,-7,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA
