"","claim","entity","name","X","year","dyad","claimdy","dispnum3","mid1","window5","window10","window20","claim1","outstanding.claim.5","outstanding.claim.10","outstanding.claim.20","X.1","loser","gainer","month","gaintype","procedur","contgain","area","pop","portion","losetype","contlose","entry","exit","number","indep","conflict","version","agreement","nonviolent.agreement","arbadj2","arbadj0","rivnumb","rivalry","totdisp","rivtyp2","rivtypold","scale","rivals","conttype","cap1","cap2","caprat","polity1","polity2","joint.dem","DispNum3","DispNum41","StAbb1","ccode1","StDay1","StMon1","StYear1","EndDay1","EndMon1","EndYear1","SideA1","RevState1","RevType11","RevType21","Fatality1","FataPre1","HiAct1","HostLev1","Orig1","DispNum42","StAbb2","ccode2","SideA2","RevState2","RevType12","RevType22","Fatality2","FataPre2","HiAct2","HostLev2","Orig2","region","chal","tgt","begclaim","endclaim","resolved","endviol","icowsal","icowsalc","salchal","saltgt","saltan","salint","salintc","salintt","midsiss","midsfat","warsiss","existing.claim","new.claim.1","new.claim.5","new.claim.10","new.claim.20","cname","match","partial"
"90",280,255,"Upper Silesia (Oberschlesien)",25714,1919,255290,28001,NA,0,1,1,1,1,1,1,1,25424,255,290,6,1,3,1,420000,2700000,0,1,1,0,0,484,0,1,4.01,1,0,0,0,671,255290,2,"ISOLATED","ISOLATED",NA,0,1,0.0188027,0.0768506,0.244665623950886,8,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,290,255,1918,1921,14,0,9,3,4,5,4,6,2,3,2,2,0,1,0,0,0,0,"Upper Silesia (Oberschlesien)",1,1
"91",286,290,"Teschen",25983,1920,290315,28601,NA,0,0,0,1,1,1,1,1,28759,290,315,7,1,3,1,528,113500,0,1,1,0,0,506,0,0,4.01,1,1,1,1,NA,NA,NA,NA,NA,NA,0,1,0.0106993,0.0271653,0.393859077573228,7,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,315,290,1918,1920,14,1,11,3,5,6,6,6,2,3,1,1,0,1,0,0,0,0,"Teschen",1,1
"92",286,315,"Teschen",25982,1920,290315,28601,NA,0,0,0,1,1,1,1,1,28760,315,290,7,1,3,1,1009,145241,0,1,1,0,0,503,0,0,4.01,1,1,1,1,NA,NA,NA,NA,NA,NA,0,1,0.0271653,0.0106993,2.53897918555419,8,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,315,290,1918,1920,14,1,11,3,5,6,6,6,2,3,1,1,0,1,0,0,0,0,"Teschen",1,1
"93",286,315,"Czech Teschen",30452,1938,290315,28602,1244,0,0,0,0,0,0,1,1,28778,315,290,10,1,2,1,1085,241698,0,1,1,0,0,575,0,0,4.01,0,0,0,0,759,290315,1,"ISOLATED","ISOLATED",NA,0,1,0.0195729,0.0130477,1.50010346651134,-6,7,0,1244,NA,"CZE",315,24,4,1938,2,10,1938,1,0,0,NA,0,0,16,4,1,NA,"POL",290,0,1,1,NA,0,0,14,4,1,2,290,315,1920,1938,7,1,12,3,6,6,6,6,3,3,1,0,0,1,0,0,0,0,"Teschen",0,1
"94",290,365,"Eastern Galicia",26233,1921,290365,29002,NA,0,0,0,1,1,1,1,1,28957,365,290,3,1,3,1,113722,3683568,0,1,1,0,0,530,0,1,4.01,1,0,0,0,NA,NA,NA,NA,NA,NA,0,1,0.0210681,0.1485141,0.141859257807845,8,-1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,290,365,1918,1923,7,1,9,3,5,4,4,5,3,2,1,1,1,1,0,0,0,0,"Eastern Galicia",1,1
"95",291,290,"Belz/Sokal/Bug River Exchange",33679,1951,290365,29101,NA,0,0,0,0,0,0,0,0,28987,290,365,5,1,3,1,240,7000,0,1,1,0,0,651,0,0,4.01,1,1,0,0,NA,NA,NA,NA,NA,NA,0,1,0.1731629,0.0142594,12.1437718277066,NA,-7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,365,290,1950,1951,4,0,8,3,3,5,4,5,1,3,0,0,0,1,0,0,0,0,"Belz/Sokal/Bug River Exchange",1,1
"96",291,365,"Belz/Sokal/Bug River Exchange",33680,1951,290365,29101,NA,0,0,0,0,0,0,0,0,28988,365,290,5,1,3,1,240,7000,0,1,1,0,0,650,0,0,4.01,1,1,0,0,NA,NA,NA,NA,NA,NA,0,1,0.0142594,0.1731629,0.0823467382447395,-7,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,365,290,1950,1951,4,0,8,3,3,5,4,5,1,3,0,0,0,1,0,0,0,0,"Belz/Sokal/Bug River Exchange",1,1
"97",294,255,"Konigsberg/East Prussia",32175,1945,255365,29401,NA,0,0,0,0,0,0,0,0,26235,255,365,4,1,3,1,13000,NA,0,1,1,0,0,597,0,1,4.01,1,0,0,0,692,255365,5,"RIVALRY","PROTO",1,1,0,0.1182072,0.0798766,1.47987270364537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,365,255,1943,1945,7,1,8,3,3,5,4,5,1,3,1,1,1,1,0,0,0,0,"Konigsberg/East Prussia",1,1
"98",296,368,"Vilna (Vilnius)",25985,1920,290368,29601,1272,1,1,1,1,1,1,1,1,29153,368,290,10,1,3,1,29818,2075700,0,1,1,0,0,504,0,1,4.01,1,0,1,1,10768,290368,4,"RIVALRY","PROTO",NA,1,1,0.0271653,0.0014884,18.2513437248052,8,4,0,1272,NA,"POL",290,15,7,1920,1,12,1920,1,1,1,NA,5,NA,20,5,1,NA,"LIT",368,0,0,0,NA,5,NA,20,5,1,2,290,368,1919,1922,7,1,10,3,5,5,4,6,3,3,3,3,1,1,0,0,0,0,"Vilna (Vilnius)",1,1
"99",298,368,"Memel (Klaipeda)",30688,1939,255368,29803,134,0,0,0,0,0,0,0,0,26425,368,255,3,1,2,1,2846,152660,0,1,1,0,0,578,0,0,4.01,0,0,0,0,697,255368,1,"ISOLATED","ISOLATED",NA,0,1,0.1779559,0.0009828,181.070309320309,-9,-9,0,134,NA,"GMY",255,20,3,1939,23,3,1939,1,1,1,NA,0,0,14,4,1,NA,"LIT",368,0,0,0,NA,0,0,0,1,1,2,255,368,1938,1939,4,1,10,3,5,5,4,6,3,3,1,0,0,1,0,0,0,0,"Memel (Klaipeda)",1,1
"100",300,366,"Petseri & Narva",45637,1999,365366,30003,NA,0,0,0,0,1,1,1,1,36887,366,365,3,1,3,1,30,0,0,1,1,0,0,875,0,0,4.01,1,1,0,0,NA,NA,NA,NA,NA,NA,0,1,0.0494669,0.000217,227.958064516129,3,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,366,365,1991,2001,NA,NA,8,3,4,4,2,6,3,3,0,0,0,1,0,0,0,0,"Estonia",0,0
"101",300,365,"Petseri & Narva",45638,1999,365366,30003,NA,0,0,0,0,1,1,1,1,36888,365,366,3,1,3,1,30,0,0,1,1,0,0,876,0,0,4.01,1,1,0,0,NA,NA,NA,NA,NA,NA,0,1,0.000217,0.0494669,0.00438677176051056,7,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,366,365,1991,2001,NA,NA,8,3,4,4,2,6,3,3,0,0,0,1,0,0,0,0,"Estonia",0,0
"102",308,290,"Lithuania",30742,1939,365368,30802,NA,0,0,0,0,1,1,1,1,37024,365,368,10,1,3,1,6656,457500,0,1,1,0,0,582,0,0,4.01,1,1,0,0,NA,NA,NA,NA,NA,NA,0,1,0.0009828,0.1381359,0.00711473266544034,-9,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,365,368,1939,1940,7,1,10,3,5,5,4,6,3,3,1,0,0,0,1,1,1,1,"Lithuania",1,1
"103",310,305,"Austria",30437,1938,255305,31001,11,0,0,0,0,0,0,0,0,25836,305,255,3,1,2,1,83869,6760000,1,1,NA,0,0,573,0,0,4.01,0,0,0,0,675,255305,1,"ISOLATED","ISOLATED",NA,0,1,0.1542221,0.0051238,30.0991646824622,-9,0,0,11,NA,"GMY",255,11,3,1938,12,3,1938,1,1,1,NA,0,0,14,4,1,NA,"AUS",305,0,0,0,NA,0,0,0,1,1,2,255,305,1933,1938,7,1,11,3,5,6,6,6,2,3,1,0,0,1,0,0,0,0,"Austria",1,1
"104",314,315,"Bohemia & Moravia",30686,1939,255315,31402,2302,0,0,0,0,0,0,0,0,26033,315,255,3,1,2,1,98909,9807096,1,1,NA,0,0,577,0,0,4.01,0,0,0,0,677,255315,3,"RIVALRY","PROTO",1,1,1,0.1779559,0.0121637,14.6300796632604,-9,0,0,2302,NA,"GMY",255,12,3,1939,16,3,1939,1,1,1,NA,0,0,14,4,1,NA,"CZE",315,0,0,0,NA,0,0,0,1,1,2,255,315,1938,1939,7,1,9,3,3,6,6,4,0,3,1,0,0,1,0,0,0,0,"Sudetenland",0,0
"105",314,315,"Sudetenland",30438,1938,255315,31401,12,1,1,1,1,1,1,1,1,26032,315,255,9,1,3,1,28674,3653292,0,1,1,0,0,574,0,0,4.01,1,1,0,0,677,255315,3,"RIVALRY","PROTO",1,1,1,0.1542221,0.0130477,11.8198686358515,-9,7,0,12,NA,"GMY",255,11,3,1938,30,9,1938,1,1,1,NA,0,0,16,4,1,NA,"CZE",315,0,0,0,NA,0,0,16,4,1,2,255,315,1937,1938,13,0,11,3,5,6,6,6,2,3,1,0,0,1,0,0,0,0,"Sudetenland",1,1
"106",316,305,"Burgenland",26243,1921,305310,31603,1233,0,0,0,0,1,1,1,1,30920,305,310,12,1,3,1,225,39525,0,1,1,0,0,531,0,0,4.01,1,1,0,0,797,305310,2,"ISOLATED","ISOLATED",NA,0,1,0.0046808,0.0065644,0.713058314545122,-1,8,0,1233,NA,"HUN",310,28,8,1921,13,10,1921,1,1,1,NA,NA,NA,17,4,1,NA,"AUS",305,0,0,0,NA,NA,NA,17,4,1,2,305,310,1919,1921,13,0,10,3,5,5,4,6,3,3,1,1,0,1,0,0,0,0,"Burgenland",1,1
"107",318,345,"Klagenfurt",25996,1920,305345,31802,NA,0,0,0,0,0,0,0,0,31312,345,305,10,1,3,1,5055,392431,0,1,1,0,0,505,0,0,4.01,1,1,0,0,802,305345,2,"ISOLATED","ISOLATED",NA,0,1,0.0056447,0.0059559,0.947749290619386,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,345,305,1919,1920,10,0,11,3,5,6,6,6,2,3,1,1,0,1,0,0,0,0,"Carinthia",0,0
"108",318,300,"Klagenfurt",25745,1919,305345,31802,3599,0,0,0,0,1,1,1,1,31311,305,345,9,1,3,1,53636,1931802,0,1,1,0,0,492,0,1,4.01,1,0,0,0,802,305345,2,"ISOLATED","ISOLATED",NA,0,1,0.0057868,0.0065604,0.8820803609536,NA,4,0,3599,NA,"YUG",345,2,5,1919,9,6,1919,1,1,1,NA,NA,NA,14,4,1,NA,"AUS",305,0,0,0,NA,NA,NA,17,4,1,2,345,305,1919,1920,10,0,11,3,5,6,6,6,2,3,1,1,0,0,1,1,1,1,"Carinthia",0,0
"109",320,310,"Southern Slovakia",25997,1920,310315,32002,NA,0,0,0,1,1,1,1,1,31508,310,315,6,1,3,1,53320,2940374,0,1,1,0,0,507,0,1,4.01,1,0,0,0,NA,NA,NA,NA,NA,NA,0,1,0.0106993,0.0039827,2.68644386973661,7,-1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,315,310,1918,1920,14,1,10,3,5,5,4,6,3,3,1,1,1,1,0,0,0,0,"Southern Slovakia",1,1
"110",320,315,"Southern Slovakia",30714,1939,310315,32003,3364,0,0,0,0,0,0,1,1,31527,315,310,3,1,1,1,11094,522124,0,1,1,0,0,579,0,0,4.01,0,0,0,0,806,310315,2,"ISOLATED","ISOLATED",NA,0,1,0.0042844,0.0121637,0.352228351570657,-1,0,0,3364,NA,"HUN",310,14,3,1939,17,3,1939,1,1,1,NA,NA,NA,14,4,1,NA,"CZE",315,0,0,0,NA,NA,NA,0,1,1,2,310,315,1920,1939,7,1,10,3,5,5,4,6,3,3,2,2,0,1,0,0,0,0,"Southern Slovakia",1,1
"111",320,317,"Southern Slovakia",30466,1938,310315,32003,1246,1,1,1,1,1,1,1,1,31526,315,310,11,1,3,1,11826,1027450,0,1,1,0,0,576,0,0,4.01,1,1,0,0,806,310315,2,"ISOLATED","ISOLATED",NA,0,1,0.0046944,0.0130477,0.359787548763384,-1,7,0,1246,NA,"HUN",310,13,10,1938,2,11,1938,1,1,1,NA,NA,NA,17,4,1,NA,"CZE",315,0,0,0,NA,NA,NA,17,4,1,2,310,315,1920,1939,7,1,10,3,5,5,4,6,3,3,2,2,0,1,0,0,0,0,"Southern Slovakia",1,1
"112",320,310,"Southern Slovakia (limited)",32699,1947,310315,32004,NA,0,0,0,0,0,0,0,0,31535,310,315,2,1,3,1,1,NA,0,1,1,0,0,614,0,1,4.01,1,0,0,0,NA,NA,NA,NA,NA,NA,0,1,0.0120438,0.0037017,3.25358619012886,2,-6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,310,315,1946,1947,14,0,8,3,4,4,2,6,3,3,0,0,0,1,0,0,0,0,"Southern Slovakia",0,1
"113",322,310,"Banat-Backa-Baranja",25998,1920,310345,32204,NA,0,0,0,0,1,1,1,1,31704,310,345,6,1,3,1,71540,4095258,0,1,1,0,0,510,0,1,4.01,1,0,0,0,811,310345,2,"ISOLATED","ISOLATED",NA,0,1,0.0059559,0.0039827,1.49544279006704,NA,-1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,345,310,1918,1920,14,0,11,3,5,6,6,6,2,3,0,0,0,1,0,0,0,0,"Banat",0,1
"114",322,310,"Banat",25999,1920,310360,32202,NA,0,0,0,1,1,1,1,1,31900,310,360,6,1,3,1,108289,5200000,0,1,1,0,0,512,0,1,4.01,1,0,0,0,815,310360,3,"RIVALRY","PROTO",NA,1,1,0.0081846,0.0039827,2.05503803952093,-4,-1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,360,310,1918,1920,14,0,11,3,5,6,6,6,2,3,0,0,0,1,0,0,0,0,"Banat",1,1
"115",328,315,"Ruthenia (Transcarpathia)",32206,1945,315365,32804,NA,0,0,0,0,0,0,0,0,32317,315,365,6,1,3,1,7000,NA,0,1,1,0,0,599,0,0,4.01,1,1,0,0,NA,NA,NA,NA,NA,NA,0,1,0.1182072,0.0068648,17.2193217573709,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,365,315,1945,1945,4,0,9,3,4,5,4,6,2,3,0,0,0,0,0,0,0,0,"Ruthenia (Transcarpathia)",1,1
"116",330,316,"Sidonia & U Sabotu",45118,1997,316317,33001,NA,0,0,0,0,0,0,0,0,32565,316,317,6,1,3,1,4.52,120,0,1,1,0,0,870,0,0,4.01,1,1,0,0,NA,NA,NA,NA,NA,NA,0,1,0.0017785,0.003218,0.552672467371038,7,10,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,316,317,1994,1997,4,0,8,3,4,4,2,6,3,3,0,0,0,1,0,0,0,0,"Sidonia & U Sabotu",1,1
"117",330,317,"Sidonia & U Sabotu",45117,1997,316317,33001,NA,0,0,0,0,0,0,0,0,32566,317,316,6,1,3,1,4.52,31,0,1,1,0,0,869,0,0,4.01,1,1,0,0,NA,NA,NA,NA,NA,NA,0,1,0.003218,0.0017785,1.80938993533877,10,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,316,317,1994,1997,4,0,8,3,4,4,2,6,3,3,0,0,0,1,0,0,0,0,"Sidonia & U Sabotu",1,1
"118",332,325,"Istria & Trieste",32707,1947,325345,33206,NA,0,0,1,1,1,1,1,1,33106,325,345,2,1,3,1,3600,NA,0,1,1,0,0,616,0,1,4.01,1,0,0,0,838,325345,7,"RIVALRY","ENDURING",1,1,1,0.00589,0.0182076,0.323491289351699,-7,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,345,325,1945,1975,13,0,12,3,6,6,6,6,3,3,1,0,0,1,0,0,0,0,"Venezia Giulia (Julian March)",0,0
"119",332,326,"Fiume (Rijeka)",26006,1920,325345,33203,NA,0,1,1,1,0,1,1,1,33078,325,345,11,1,3,1,1,1000,0,1,1,0,0,509,0,0,4.01,1,1,0,0,NA,NA,NA,NA,NA,NA,0,1,0.0059559,0.0353232,0.168611564071205,NA,-1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,325,345,1919,1920,4,1,9,3,4,5,4,6,2,3,0,0,0,1,0,0,0,0,"Venezia Giulia (Julian March)",0,0
"120",332,325,"Fiume (Rijeka)",26999,1924,325345,33204,NA,0,0,0,1,0,0,0,1,33083,325,345,1,1,3,1,1,NA,0,1,1,0,0,546,0,0,4.01,1,1,0,0,838,325345,7,"RIVALRY","ENDURING",1,1,1,0.0075731,0.0349371,0.216763841303371,0,-4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,325,345,1922,1924,4,1,9,3,4,5,4,6,2,3,1,0,0,1,0,0,0,0,"Venezia Giulia (Julian March)",0,0
"121",332,345,"Fiume (Rijeka)",27000,1924,325345,33204,NA,0,0,0,1,0,0,0,1,33082,345,325,1,1,3,1,17,49806,0,1,1,0,0,544,0,0,4.01,1,1,0,0,838,325345,7,"RIVALRY","ENDURING",1,1,1,0.0349371,0.0075731,4.61331555109532,-4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,325,345,1922,1924,4,1,9,3,4,5,4,6,2,3,1,0,0,1,0,0,0,0,"Venezia Giulia (Julian March)",0,0
"122",332,326,"Fiume (Rijeka)",26005,1920,325345,33203,NA,0,1,1,1,0,1,1,1,33077,345,325,11,1,3,1,5271,404309,0,1,1,0,0,508,0,0,4.01,1,1,0,0,NA,NA,NA,NA,NA,NA,0,1,0.0353232,0.0059559,5.93079131617388,-1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,325,345,1919,1920,4,1,9,3,4,5,4,6,2,3,0,0,0,1,0,0,0,0,"Venezia Giulia (Julian March)",0,0
"123",336,339,"Saseno (Sazan) & Vlore (Valona)",24507,1914,325339,33601,NA,0,1,1,1,1,1,1,1,32875,339,325,10,1,1,1,5,NA,0,1,1,0,0,453,0,0,4.01,0,0,0,0,10835,325339,5,"RIVALRY","PROTO",NA,1,4,0.0256768,0.0001837,139.775721284703,-1,-2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,325,339,1914,1920,4,0,7,2,2,5,4,4,0,3,3,2,0,0,1,1,1,1,"Saseno (Sazan) & Vlore (Valona)",1,1
"124",336,339,"Albania",30721,1939,325339,33603,108,0,0,0,0,0,0,0,0,32900,339,325,4,1,1,1,28748,1003124,1,1,NA,0,0,581,0,1,4.01,0,0,0,0,10835,325339,5,"RIVALRY","PROTO",NA,1,4,0.0270297,0.0002976,90.8256048387097,-9,0,0,108,NA,"ITA",325,7,4,1939,8,4,1939,1,1,1,NA,1,NA,14,4,1,NA,"ALB",339,0,0,0,NA,NA,NA,0,1,1,2,325,339,1937,1939,7,1,9,3,3,6,6,4,0,3,1,1,0,1,0,0,0,0,"Saseno (Sazan) & Vlore (Valona)",0,0
"125",338,640,"Epirus",24271,1913,350640,33801,NA,0,0,1,1,1,1,1,1,35428,640,350,12,1,3,1,3771,3000000,0,1,1,0,0,446,0,0,4.01,1,1,0,0,929,350640,17,"RIVALRY","ENDURING",2,1,2,0.0073417,0.0175788,0.417645117983025,10,-1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,350,640,1853,1914,5,0,6,2,3,3,2,5,2,2,6,3,1,1,0,0,0,0,"Epirus",1,1
"126",338,350,"Epirus",20285,1897,350640,33801,NA,0,0,0,1,1,1,1,1,35411,350,640,5,1,3,1,1,200,0,1,1,0,0,364,0,1,4.01,1,0,0,0,929,350640,17,"RIVALRY","ENDURING",1,1,1,0.0242576,0.0021064,11.5161412837068,-10,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,350,640,1853,1914,5,0,6,2,3,3,2,5,2,2,6,3,1,1,0,0,0,0,"Epirus",1,1
"127",338,640,"Epirus",24272,1913,350640,33801,NA,0,0,1,1,1,1,1,1,35427,640,350,5,1,3,1,24354,1500000,0,1,1,0,0,448,0,1,4.01,1,0,0,0,929,350640,17,"RIVALRY","ENDURING",2,1,2,0.0073417,0.0175788,0.417645117983025,10,-1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,350,640,1853,1914,5,0,6,2,3,3,2,5,2,2,6,3,1,1,0,0,0,0,"Epirus",1,1
"128",338,640,"Epirus",16314,1881,350640,33801,NA,1,1,1,1,1,1,1,1,35395,640,350,7,1,3,1,13364,293000,0,1,1,0,0,258,0,0,4.01,1,1,0,0,929,350640,17,"RIVALRY","ENDURING",1,1,1,0.0041182,0.0223994,0.183853138923364,10,-10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,350,640,1853,1914,5,0,6,2,3,3,2,5,2,2,6,3,1,1,0,0,0,0,"Epirus",1,1
"129",338,350,"Northern Epirus",24515,1914,339350,33802,NA,0,0,0,0,1,1,1,1,34447,350,339,4,1,3,1,1,NA,0,1,1,0,0,454,0,0,4.01,1,1,0,0,NA,NA,NA,NA,NA,NA,0,1,0.0001837,0.0022133,0.0829982379252699,-2,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,350,339,1914,1914,13,0,7,2,3,4,2,6,2,3,0,0,0,0,1,1,1,1,"Epirus",0,1
"130",340,640,"Kosovo",15565,1878,345640,34001,NA,0,0,0,0,1,1,1,1,34803,640,345,7,1,3,1,11097,222732,0,1,1,0,0,239,0,1,4.01,1,0,0,0,NA,NA,NA,NA,NA,NA,0,1,0.0007711,0.0266848,0.028896600311788,NA,-10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,345,640,1878,1913,14,1,9,3,4,5,4,6,2,3,1,1,1,0,1,1,1,1,"Kosovo",1,1
"131",340,640,"Kosovo",24268,1913,345640,34001,NA,0,0,0,0,0,0,0,0,34838,640,345,5,1,3,1,7020,NA,0,1,1,0,0,443,0,1,4.01,1,0,0,0,919,345640,2,"ISOLATED","ISOLATED",NA,0,1,0.0017764,0.0175788,0.101053541766218,NA,-1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,345,640,1878,1913,14,1,9,3,4,5,4,6,2,3,1,1,1,1,0,0,0,0,"Kosovo",1,1
"132",342,355,"Serbian Macedonia",25762,1919,345355,34206,NA,0,0,0,0,0,0,0,0,34648,355,345,11,1,3,1,2500,112500,0,1,1,0,0,491,0,1,4.01,1,0,0,0,897,345355,8,"RIVALRY","ENDURING",1,1,1,0.0057868,0.0012727,4.5468688614756,NA,-3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,355,345,1914,1919,14,1,9,3,4,5,4,6,2,3,2,2,1,1,0,0,0,0,"Macedonia",0,1
"133",342,640,"Macedonia",24275,1913,355640,34203,NA,0,1,1,1,1,1,1,1,36016,640,355,5,1,3,1,68250,NA,0,1,1,0,0,449,0,1,4.01,1,0,0,0,949,355640,4,"RIVALRY","PROTO",NA,1,1,0.015734,0.0175788,0.895055407650124,NA,-1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,355,640,1912,1913,14,1,11,3,5,6,6,6,2,3,1,1,1,1,0,0,0,0,"Macedonia",1,1
